America/New_York,US,LMT,-2717650801,-17762,0
America/New_York,US,EST,-2717650800,-18000,0
America/New_York,US,EDT,-1633280400,-14400,1
America/New_York,US,EST,-1615140000,-18000,0
America/New_York,US,EDT,-1601830800,-14400,1
America/New_York,US,EST,-1583690400,-18000,0
America/New_York,US,EDT,-1570381200,-14400,1
America/New_York,US,EST,-1551636000,-18000,0
America/New_York,US,EDT,-1536512400,-14400,1
America/New_York,US,EST,-1523210400,-18000,0
America/New_York,US,EDT,-1504458000,-14400,1
America/New_York,US,EST,-1491760800,-18000,0
America/New_York,US,EDT,-1473008400,-14400,1
America/New_York,US,EST,-1459706400,-18000,0
America/New_York,US,EDT,-1441558800,-14400,1
America/New_York,US,EST,-1428256800,-18000,0
America/New_York,US,EDT,-1410109200,-14400,1
America/New_York,US,EST,-1396807200,-18000,0
America/New_York,US,EDT,-1378659600,-14400,1
America/New_York,US,EST,-1365357600,-18000,0
America/New_York,US,EDT,-1347210000,-14400,1
America/New_York,US,EST,-1333908000,-18000,0
America/New_York,US,EDT,-1315155600,-14400,1
America/New_York,US,EST,-1301853600,-18000,0
America/New_York,US,EDT,-1283706000,-14400,1
America/New_York,US,EST,-1270404000,-18000,0
America/New_York,US,EDT,-1252256400,-14400,1
America/New_York,US,EST,-1238954400,-18000,0
America/New_York,US,EDT,-1220806800,-14400,1
America/New_York,US,EST,-1207504800,-18000,0
America/New_York,US,EDT,-1189357200,-14400,1
America/New_York,US,EST,-1176055200,-18000,0
America/New_York,US,EDT,-1157302800,-14400,1
America/New_York,US,EST,-1144605600,-18000,0
America/New_York,US,EDT,-1125853200,-14400,1
America/New_York,US,EST,-1112551200,-18000,0
America/New_York,US,EDT,-1094403600,-14400,1
America/New_York,US,EST,-1081101600,-18000,0
America/New_York,US,EDT,-1062954000,-14400,1
America/New_York,US,EST,-1049652000,-18000,0
America/New_York,US,EDT,-1031504400,-14400,1
America/New_York,US,EST,-1018202400,-18000,0
America/New_York,US,EDT,-1000054800,-14400,1
America/New_York,US,EST,-986752800,-18000,0
America/New_York,US,EDT,-968000400,-14400,1
America/New_York,US,EST,-955303200,-18000,0
America/New_York,US,EDT,-936550800,-14400,1
America/New_York,US,EST,-923248800,-18000,0
America/New_York,US,EDT,-905101200,-14400,1
America/New_York,US,EST,-891799200,-18000,0
America/New_York,US,EWT,-880218000,-14400,1
America/New_York,US,EPT,-769395600,-14400,1
America/New_York,US,EST,-765396000,-18000,0
America/New_York,US,EDT,-747248400,-14400,1
America/New_York,US,EST,-733946400,-18000,0
America/New_York,US,EDT,-715798800,-14400,1
America/New_York,US,EST,-702496800,-18000,0
America/New_York,US,EDT,-684349200,-14400,1
America/New_York,US,EST,-671047200,-18000,0
America/New_York,US,EDT,-652899600,-14400,1
America/New_York,US,EST,-639597600,-18000,0
America/New_York,US,EDT,-620845200,-14400,1
America/New_York,US,EST,-608148000,-18000,0
America/New_York,US,EDT,-589395600,-14400,1
America/New_York,US,EST,-576093600,-18000,0
America/New_York,US,EDT,-557946000,-14400,1
America/New_York,US,EST,-544644000,-18000,0
America/New_York,US,EDT,-526496400,-14400,1
America/New_York,US,EST,-513194400,-18000,0
America/New_York,US,EDT,-495046800,-14400,1
America/New_York,US,EST,-481744800,-18000,0
America/New_York,US,EDT,-463597200,-14400,1
America/New_York,US,EST,-447271200,-18000,0
America/New_York,US,EDT,-431542800,-14400,1
America/New_York,US,EST,-415821600,-18000,0
America/New_York,US,EDT,-400093200,-14400,1
America/New_York,US,EST,-384372000,-18000,0
America/New_York,US,EDT,-368643600,-14400,1
America/New_York,US,EST,-352922400,-18000,0
America/New_York,US,EDT,-337194000,-14400,1
America/New_York,US,EST,-321472800,-18000,0
America/New_York,US,EDT,-305744400,-14400,1
America/New_York,US,EST,-289418400,-18000,0
America/New_York,US,EDT,-273690000,-14400,1
America/New_York,US,EST,-257968800,-18000,0
America/New_York,US,EDT,-242240400,-14400,1
America/New_York,US,EST,-226519200,-18000,0
America/New_York,US,EDT,-210790800,-14400,1
America/New_York,US,EST,-195069600,-18000,0
America/New_York,US,EDT,-179341200,-14400,1
America/New_York,US,EST,-163620000,-18000,0
America/New_York,US,EDT,-147891600,-14400,1
America/New_York,US,EST,-131565600,-18000,0
America/New_York,US,EDT,-116442000,-14400,1
America/New_York,US,EST,-100116000,-18000,0
America/New_York,US,EDT,-84387600,-14400,1
America/New_York,US,EST,-68666400,-18000,0
America/New_York,US,EDT,-52938000,-14400,1
America/New_York,US,EST,-37216800,-18000,0
America/New_York,US,EDT,-21488400,-14400,1
America/New_York,US,EST,-5767200,-18000,0
America/New_York,US,EDT,9961200,-14400,1
America/New_York,US,EST,25682400,-18000,0
America/New_York,US,EDT,41410800,-14400,1
America/New_York,US,EST,57736800,-18000,0
America/New_York,US,EDT,73465200,-14400,1
America/New_York,US,EST,89186400,-18000,0
America/New_York,US,EDT,104914800,-14400,1
America/New_York,US,EST,120636000,-18000,0
America/New_York,US,EDT,126687600,-14400,1
America/New_York,US,EST,152085600,-18000,0
America/New_York,US,EDT,162370800,-14400,1
America/New_York,US,EST,183535200,-18000,0
America/New_York,US,EDT,199263600,-14400,1
America/New_York,US,EST,215589600,-18000,0
America/New_York,US,EDT,230713200,-14400,1
America/New_York,US,EST,247039200,-18000,0
America/New_York,US,EDT,262767600,-14400,1
America/New_York,US,EST,278488800,-18000,0
America/New_York,US,EDT,294217200,-14400,1
America/New_York,US,EST,309938400,-18000,0
America/New_York,US,EDT,325666800,-14400,1
America/New_York,US,EST,341388000,-18000,0
America/New_York,US,EDT,357116400,-14400,1
America/New_York,US,EST,372837600,-18000,0
America/New_York,US,EDT,388566000,-14400,1
America/New_York,US,EST,404892000,-18000,0
America/New_York,US,EDT,420015600,-14400,1
America/New_York,US,EST,436341600,-18000,0
America/New_York,US,EDT,452070000,-14400,1
America/New_York,US,EST,467791200,-18000,0
America/New_York,US,EDT,483519600,-14400,1
America/New_York,US,EST,499240800,-18000,0
America/New_York,US,EDT,514969200,-14400,1
America/New_York,US,EST,530690400,-18000,0
America/New_York,US,EDT,544604400,-14400,1
America/New_York,US,EST,562140000,-18000,0
America/New_York,US,EDT,576054000,-14400,1
America/New_York,US,EST,594194400,-18000,0
America/New_York,US,EDT,607503600,-14400,1
America/New_York,US,EST,625644000,-18000,0
America/New_York,US,EDT,638953200,-14400,1
America/New_York,US,EST,657093600,-18000,0
America/New_York,US,EDT,671007600,-14400,1
America/New_York,US,EST,688543200,-18000,0
America/New_York,US,EDT,702457200,-14400,1
America/New_York,US,EST,719992800,-18000,0
America/New_York,US,EDT,733906800,-14400,1
America/New_York,US,EST,752047200,-18000,0
America/New_York,US,EDT,765356400,-14400,1
America/New_York,US,EST,783496800,-18000,0
America/New_York,US,EDT,796806000,-14400,1
America/New_York,US,EST,814946400,-18000,0
America/New_York,US,EDT,828860400,-14400,1
America/New_York,US,EST,846396000,-18000,0
America/New_York,US,EDT,860310000,-14400,1
America/New_York,US,EST,877845600,-18000,0
America/New_York,US,EDT,891759600,-14400,1
America/New_York,US,EST,909295200,-18000,0
America/New_York,US,EDT,923209200,-14400,1
America/New_York,US,EST,941349600,-18000,0
America/New_York,US,EDT,954658800,-14400,1
America/New_York,US,EST,972799200,-18000,0
America/New_York,US,EDT,986108400,-14400,1
America/New_York,US,EST,1004248800,-18000,0
America/New_York,US,EDT,1018162800,-14400,1
America/New_York,US,EST,1035698400,-18000,0
America/New_York,US,EDT,1049612400,-14400,1
America/New_York,US,EST,1067148000,-18000,0
America/New_York,US,EDT,1081062000,-14400,1
America/New_York,US,EST,1099202400,-18000,0
America/New_York,US,EDT,1112511600,-14400,1
America/New_York,US,EST,1130652000,-18000,0
America/New_York,US,EDT,1143961200,-14400,1
America/New_York,US,EST,1162101600,-18000,0
America/New_York,US,EDT,1173596400,-14400,1
America/New_York,US,EST,1194156000,-18000,0
America/New_York,US,EDT,1205046000,-14400,1
America/New_York,US,EST,1225605600,-18000,0
America/New_York,US,EDT,1236495600,-14400,1
America/New_York,US,EST,1257055200,-18000,0
America/New_York,US,EDT,1268550000,-14400,1
America/New_York,US,EST,1289109600,-18000,0
America/New_York,US,EDT,1299999600,-14400,1
America/New_York,US,EST,1320559200,-18000,0
America/New_York,US,EDT,1331449200,-14400,1
America/New_York,US,EST,1352008800,-18000,0
America/New_York,US,EDT,1362898800,-14400,1
America/New_York,US,EST,1383458400,-18000,0
America/New_York,US,EDT,1394348400,-14400,1
America/New_York,US,EST,1414908000,-18000,0
America/New_York,US,EDT,1425798000,-14400,1
America/New_York,US,EST,1446357600,-18000,0
America/New_York,US,EDT,1457852400,-14400,1
America/New_York,US,EST,1478412000,-18000,0
America/New_York,US,EDT,1489302000,-14400,1
America/New_York,US,EST,1509861600,-18000,0
America/New_York,US,EDT,1520751600,-14400,1
America/New_York,US,EST,1541311200,-18000,0
America/New_York,US,EDT,1552201200,-14400,1
America/New_York,US,EST,1572760800,-18000,0
America/New_York,US,EDT,1583650800,-14400,1
America/New_York,US,EST,1604210400,-18000,0
America/New_York,US,EDT,1615705200,-14400,1
America/New_York,US,EST,1636264800,-18000,0
America/New_York,US,EDT,1647154800,-14400,1
America/New_York,US,EST,1667714400,-18000,0
America/New_York,US,EDT,1678604400,-14400,1
America/New_York,US,EST,1699164000,-18000,0
